id;title;listtitle;longtitle;altimage;popular;phoneCallToActionTitle;seo_title;seo_h1;seo_description;layout;typePost;section;folder;sort;breadcrumbs;alias;banner;thumbnail;content
29;Замена термопасты;Замена термопасты на процессоре;Замена термопасты на процессоре;Замена термопасты на процессоре;false;Нужно заменить термопасту на процессоре? Звоните!;Замена термопасты на процессоре;Замена термопасты на процессоре;Большинство поломок, которые произошли 'сами по себе', связаны именно с длительным перегревом. Компьютер начинает самопроизвольно выключатся, что приводит к тому, что вы можете потерять важную для вас информацию, а так же к сбою работы операционной системы.;service;repair-computer;/services;repair/computer;300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-termopasty-na-protcessore;/assets/images/upload/services/repair/computer/zamena-termopasty-na-protcessore.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-termopasty-na-protcessore.jpg;"Замену термопасты в системном блоке необходимо производить один раз в 1,5 – 2 года. За это время термопаста высыхает и теряет свои свойства. Из-за этого охлаждение процессора ухудшается.

Большинство поломок, которые произошли 'сами по себе', связаны именно с длительным перегревом. Компьютер начинает самопроизвольно выключатся, что приводит к тому, что вы можете потерять важную для вас информацию, а так же к сбою работы операционной системы.

Это в разы сокращает срок жизни Вашего компьютера и приводит лишним затратам."
30;Замена корпуса;Замена корпуса компьютера;Замена корпуса компьютера;Замена корпуса компьютера;false;Надоел старый корпус компьютера? Звоните!;Замена корпуса компьютера;Замена корпуса компьютера;"Корпус системного блока компьютера должен: вместить все компоненты компьютера; иметь эстетический внешний вид; обеспечивать качественное охлаждение; иметь все необходимые Вам разъемы и функции. Чаще всего пользователи выбирают системный блок по внешнему виду, не учитывая остальные пункты. Мы же поможем подобрать корпус, который подойдет именно Вам.";service;repair-computer;/services;repair/computer;400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-korpusa-kompiutera;/assets/images/upload/services/repair/computer/zamena-korpusa-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-korpusa-kompiutera.jpg;"Корпус системного блока компьютера должен:

* вместить все компоненты компьютера;
* иметь эстетический внешний вид;
* обеспечивать качественное охлаждение;
* иметь все необходимые Вам разъемы и функции.
Чаще всего пользователи выбирают системный блок по внешнему виду, не учитывая остальные пункты. Мы же поможем подобрать корпус, который подойдет именно Вам.

Замена производится за 1-2 часа. При этом программное обеспечение переустанавливать не надо."
31;Замена блока питания;Замена блока питания компьютера;Замена блока питания компьютера;Замена блока питания компьютера;true;Сгорел блок питания компьютера? Звоните!;Замена блока питания компьютера;Замена блока питания компьютера;Ремонт блоков питания чаще всего не целесообразен, так как цена такого ремонта будет не дешевле покупки нового. Единственным ремонтом блока питания, который стоит делать, является перепайка неисправных конденсаторов.;service;repair-computer;/services;repair/computer;500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-bloka-pitaniia-kompiutera;/assets/images/upload/services/repair/computer/zamena-bloka-pitaniia-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-bloka-pitaniia-kompiutera.jpg;"Ремонт блоков питания чаще всего не целесообразен, так как цена такого ремонта будет не дешевле покупки нового.

Единственным ремонтом блока питания, который стоит делать, является перепайка неисправных конденсаторов.

Еще замена необходима, когда мощности установленного блока питания недостаточно, например при покупке нового процессора или видеокарты.

Мы поможем подобрать необходимый именно Вам блок питания, с лучшим соотношением цена/качество."
32;Замена кулера;Замена кулера процессора;Замена кулера процессора;Замена кулера процессора;false;Кулер процессора не справляется с охлаждением? Звоните!;Замена кулера процессора;Замена кулера процессора;Замена кулера необходима для хорошего охлаждения процессора в материнской плате. Пользователи должны следить за работой вентилятора, так как он быстро забивается пылью. После чего процесс теплообмена между процессором и радиатором кулера нарушается.;service;repair-computer;/services;repair/computer;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-kulera-protcessora;/assets/images/upload/services/repair/computer/zamena-kulera-protcessora.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-kulera-protcessora.jpg;"Замена кулера необходима для хорошего охлаждения процессора в материнской плате.

Пользователи должны следить за работой вентилятора, так как он быстро забивается пылью. После чего процесс теплообмена между процессором и радиатором кулера нарушается.

Радиатор процессора не будет справляться с повышенной нагрузкой, из-за чего компьютер начинает медленно работать и сильно перегреваться.

Замена нужна в тех случаях, если старый вентилятор не обеспечивает должного охлаждения для процессора."
33;Установка водяного охлаждения;Установка водяного охлаждения;Установка водяного охлаждения;Установка водяного охлаждения;false;Хотите установить водяное охлаждение? Звоните!;Установка водяного охлаждения;Установка водяного охлаждения;Любите тишину? Занимаетесь оверклокингом? Мы поможем Вам подобрать и установить водяной системы охлаждения {% inCity %}.;service;repair-computer;/services;repair/computer;700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";ustanovka-vodianogo-okhlazhdeniia;/assets/images/upload/services/repair/computer/ustanovka-vodianogo-okhlazhdeniia.jpg;/assets/images/upload/services/repair/computer/thumb_ustanovka-vodianogo-okhlazhdeniia.jpg;Любите тишину? Занимаетесь оверклокингом? Мы поможем Вам подобрать и установить водяной системы охлаждения {% inCity %}.
34;Замена материнской платы;Замена материнской платы компьютера;Замена материнской платы компьютера;Замена материнской платы компьютера;false;Нужна замена материнской платы компьютера? Звоните!;Замена материнской платы компьютера;Замена материнской платы компьютера;Замена материнской платы требуется, если она уже не подлежит ремонту. Целесообразным ремонтом часто является только замена вздутых конденсаторов. Работа компьютера с неисправной материнской платой часто приводит к поломкам остального оборудования.;service;repair-computer;/services;repair/computer;800;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-materinskoi-platy-kompiutera;/assets/images/upload/services/repair/computer/zamena-materinskoi-platy-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-materinskoi-platy-kompiutera.jpg;"Замена материнской платы требуется, если она уже не подлежит ремонту. Целесообразным ремонтом часто является только замена вздутых конденсаторов.

Работа компьютера с неисправной материнской платой часто приводит к поломкам остального оборудования.

Перед покупкой новой материнской платы на замену, стоит точно убедиться в необходимости этого. Иногда выгодней собрать новый системный блок, чем менять материнскую плату. Выяснить это Вам сможет только специалист.

Обращайтесь к нам для сравнения стоимости замены и сборки нового компьютера."
35;Замена видеокарты;Замена видеокарты компьютера;Замена видеокарты компьютера;Замена видеокарты компьютера;true;Нужна замена видеокарты компьютера? Звоните!;Замена видеокарты компьютера;Замена видеокарты компьютера;Видеокарта вышла из строя. Ремонт видеокарты чаще всего не целесообразен, так как цена такого ремонта будет дороже покупки новой. Видеокарта больше не справляется со своими задачами (тормозят игры, заедает видео и т.д.). * Вы хотите подключить к компьютеру еще один монитор, телевизор, а в видеокарте отсутствуют необходимые интерфейсы. Если видеокарта не справляется с графическими программами и играми нового поколения.;service;repair-computer;/services;repair/computer;900;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-videokarty-kompiutera;/assets/images/upload/services/repair/computer/zamena-videokarty-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-videokarty-kompiutera.jpg;"Видеокарту в компьютере может заменить и грамотно подобрать, с учётом особенностей вашего компьютера, только специалист.

Когда ее необходимо менять:
* Видеокарта вышла из строя. Ремонт видеокарты чаще всего не целесообразен, так как цена такого ремонта будет дороже покупки новой.
* Видеокарта больше не справляется со своими задачами (тормозят игры, заедает видео и т.д.).
* Вы хотите подключить к компьютеру еще один монитор, телевизор, а в видеокарте отсутствуют необходимые интерфейсы.
* Если видеокарта не справляется с графическими программами и играми нового поколения."
36;Замена или добавление оперативной памяти;Замена или добавление оперативной памяти;Замена или добавление оперативной памяти;Замена или добавление оперативной памяти;false;Компьютеру не хватает оперативной памяти? Звоните!;Замена или добавление оперативной памяти;Замена или добавление оперативной памяти;Не хватает оперативной памяти? Компьютер тормозит? Поможем подобрать и установить модули ОЗУ {% inCity %}.;service;repair-computer;/services;repair/computer;1000;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-ili-dobavlenie-operativnoi-pamiati;/assets/images/upload/services/repair/computer/zamena-ili-dobavlenie-operativnoi-pamiati.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-ili-dobavlenie-operativnoi-pamiati.jpg;Не хватает оперативной памяти? Компьютер тормозит? Поможем подобрать и установить модули ОЗУ {% inCity %}.
37;Замена жесткого диска;Замена жесткого диска компьютера;Замена жесткого диска компьютера;Замена жесткого диска компьютера;false;Нужна замена жесткого диска компьютера? Звоните!;Замена жесткого диска компьютера;Замена жесткого диска компьютера;Сломался жесткий диск? Не хватает объема старого? Мы поможем подобрать и установить новый жесткий диск {% inCity %}.;service;repair-computer;/services;repair/computer;1100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-zhestkogo-diska-kompiutera;/assets/images/upload/services/repair/computer/zamena-zhestkogo-diska-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-zhestkogo-diska-kompiutera.jpg;Сломался жесткий диск? Не хватает объема старого? Мы поможем подобрать и установить новый жесткий диск {% inCity %}.
38;Установка SSD-диска;Установка SSD-диска;Установка SSD-диска;Установка SSD-диска;true;Хотите ускорить компьютер? Звоните!;Установка SSD-диска;Установка SSD-диска;Хотите чтобы Ваш компьютер быстрее отзывался на Ваши действия, то необходимо установить SSD диск для установки операционной системы. Обращайтесь и мы подберем и установим его {% inCity %}.;service;repair-computer;/services;repair/computer;1200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";ustanovka-ssd-diska;/assets/images/upload/services/repair/computer/ustanovka-ssd-diska.jpg;/assets/images/upload/services/repair/computer/thumb_ustanovka-ssd-diska.jpg;Хотите чтобы Ваш компьютер быстрее отзывался на Ваши действия, то необходимо установить SSD диск для установки операционной системы. Обращайтесь и мы подберем и установим его {% inCity %}.
39;Замена процессора;Замена процессора компьютера;Замена процессора компьютера;Замена процессора компьютера;false;Хотите более мощный процессор? Звоните!;Замена процессора компьютера;Замена процессора компьютера;Хотите более мощный процессор? Тормозят игры? Занимаетесь обработкой видео? Мы поможем подобрать и заменить процессор компьютера {% inCity %}.;service;repair-computer;/services;repair/computer;1300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-protcessora-kompiutera;/assets/images/upload/services/repair/computer/zamena-protcessora-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-protcessora-kompiutera.jpg;Хотите более мощный процессор? Тормозят игры? Занимаетесь обработкой видео? Мы поможем подобрать и заменить процессор компьютера {% inCity %}.
40;Замена сетевой карты;Замена сетевой карты компьютера;Замена сетевой карты компьютера;Замена сетевой карты компьютера;false;Сгорела сетевая карта компьютера? Звоните!;Замена сетевой карты компьютера;Замена сетевой карты компьютера;Сломалась сетевая плата? После грозы нет сети и интернета? Мы решим Вашу проблему в самые короткие сроки {% inCity %}.;service;repair-computer;/services;repair/computer;1400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-setevoi-karty-kompiutera;/assets/images/upload/services/repair/computer/zamena-setevoi-karty-kompiutera.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-setevoi-karty-kompiutera.jpg;Сломалась сетевая плата? После грозы нет сети и интернета? Мы решим Вашу проблему в самые короткие сроки {% inCity %}.
41;Замена батарейки БИОСа;Замена батарейки БИОСа;Замена батарейки БИОСа;Замена батарейки БИОСа;false;Села батарейка БИОС'а? Звоните! ;Замена батарейки БИОСа;Замена батарейки БИОСа;Сбрасывается время компьютера? Загружается не каждый раз? Похоже пришло время менять батарейку БИОСа.;service;repair-computer;/services;repair/computer;1500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-batareiki-biosa;/assets/images/upload/services/repair/computer/zamena-batareiki-biosa.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-batareiki-biosa.jpg;Сбрасывается время компьютера? Загружается не каждый раз? Похоже пришло время менять батарейку БИОСа.
42;Замена оптического привода;Замена оптического привода;Замена оптического привода;Замена оптического привода;false;Нужна замена оптического привода? Звоните!;Замена оптического привода;Замена оптического привода;Компьютер не записывает или не читает диски? Если чистка лазера не помогла, то надо менять привод.;service;repair-computer;/services;repair/computer;1600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-opticheskogo-privoda;/assets/images/upload/services/repair/computer/zamena-opticheskogo-privoda.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-opticheskogo-privoda.jpg;Компьютер не записывает или не читает диски? Если чистка лазера не помогла, то надо менять привод.
43;Перепрошивка БИОСа материнской платы;Перепрошивка БИОСа материнской платы;Перепрошивка БИОСа материнской платы;Перепрошивка БИОСа материнской платы;true;Нужна перепрошивка БИОС'а материнской платы компьютера? Звоните!;Перепрошивка БИОСа материнской платы;Перепрошивка БИОСа материнской платы;Многие неполадки, тормоза и несовместимости решаются перепрошивкой БИОСа. Перепрошьем даже на нестартующей материнской плате.;service;repair-computer;/services;repair/computer;1700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";pereproshivka-biosa-materinskoi-platy;/assets/images/upload/services/repair/computer/pereproshivka-biosa-materinskoi-platy.jpg;/assets/images/upload/services/repair/computer/thumb_pereproshivka-biosa-materinskoi-platy.jpg;Многие неполадки, тормоза и несовместимости решаются перепрошивкой БИОСа. Перепрошьем даже на нестартующей материнской плате.
44;Замена конденсаторов материнской платы;Замена конденсаторов материнской платы;Замена конденсаторов материнской платы;Замена конденсаторов материнской платы;false;Вздулись конденсаторы на материнской плате? Звоните!;Замена конденсаторов материнской платы;Замена конденсаторов материнской платы;Неисправные конденсаторы необходимо менять, как можно быстрее, так как нормальная работа компьютера не гарантирована.;service;repair-computer;/services;repair/computer;1800;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-kondensatorov-materinskoi-platy;/assets/images/upload/services/repair/computer/zamena-kondensatorov-materinskoi-platy.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-kondensatorov-materinskoi-platy.jpg;Неисправные конденсаторы необходимо менять, как можно быстрее, так как нормальная работа компьютера не гарантирована.
45;Ремонт блока питания;Ремонт блока питания;Ремонт блока питания;Ремонт блока питания;false;Сгорел блок питания компьютера? Звоните!;Ремонт блока питания;Ремонт блока питания;Ремонтировать стоит только дорогие блоки питания. Если у Вас он не дорогой (до 1500 руб.), то лучше его просто поменять.;service;repair-computer;/services;repair/computer;1900;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";remont-bloka-pitaniia;/assets/images/upload/services/repair/computer/remont-bloka-pitaniia.jpg;/assets/images/upload/services/repair/computer/thumb_remont-bloka-pitaniia.jpg;Ремонтировать стоит только дорогие блоки питания. Если у Вас он не дорогой (до 1500 руб.), то лучше его просто поменять.
46;Замена разъемов передней панели;Замена разъемов передней панели;Замена разъемов передней панели;Замена разъемов передней панели;false;Поломались разъемы передней панели? Звоните!;Замена разъемов передней панели;Замена разъемов передней панели;Самые часто используемые разъемы находятся на передней панели компьюетра. Они довольно быстро изнашиваются. Звоните - Исправим {% inCity %}.;service;repair-computer;/services;repair/computer;2000;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";zamena-razemov-perednei-paneli;/assets/images/upload/services/repair/computer/zamena-razemov-perednei-paneli.jpg;/assets/images/upload/services/repair/computer/thumb_zamena-razemov-perednei-paneli.jpg;Самые часто используемые разъемы находятся на передней панели компьюетра. Они довольно быстро изнашиваются. Звоните - Исправим {% inCity %}.
47;Установка картридера;Установка картридера;Установка картридера;Установка картридера;false;Нужна установка картридера в компьютер? Звоните!;Установка картридера;Установка картридера;Часто возникает необходимость читать карты памяти с различных гаджетов? Поможем подобрать и установить встроенный картридер {% inCity %}.;service;repair-computer;/services;repair/computer;2100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";ustanovka-kartridera;/assets/images/upload/services/repair/computer/ustanovka-kartridera.jpg;/assets/images/upload/services/repair/computer/thumb_ustanovka-kartridera.jpg;Часто возникает необходимость читать карты памяти с различных гаджетов? Поможем подобрать и установить встроенный картридер {% inCity %}.
48;Подключение передней панели;Подключение передней панели;Подключение передней панели;Подключение передней панели;false;Хотите чтобы передняя панель компьютера работала? Звоните!;Подключение передней панели;Подключение передней панели;Не все умеют подключать разъемы передней панели, а без них возникает много неудобств. Мы подключим ее у Вас на дому {% inCity %}.;service;repair-computer;/services;repair/computer;2200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";podcliuchenie-perednei-paneli;/assets/images/upload/services/repair/computer/podcliuchenie-perednei-paneli.jpg;/assets/images/upload/services/repair/computer/thumb_podcliuchenie-perednei-paneli.jpg;Не все умеют подключать разъемы передней панели, а без них возникает много неудобств. Мы подключим ее у Вас на дому {% inCity %}.
49;Установка дополнительной передней панели;Установка дополнительной передней панели;Установка дополнительной передней панели;Установка дополнительной передней панели;false;Хотите вывести дополнительную информацию на переднюю панель компьютера? Звоните!;Установка дополнительной передней панели;Установка дополнительной передней панели;Вам нужно вывести дополнительные функционал на переднюю панель компьютера? Обращайтесь. Проконсультируем и поможем {% inCity %}.;service;repair-computer;/services;repair/computer;2300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";ustanovka-dopolnitelnoi-perednei-paneli;/assets/images/upload/services/repair/computer/ustanovka-dopolnitelnoi-perednei-paneli.jpg;/assets/images/upload/services/repair/computer/thumb_ustanovka-dopolnitelnoi-perednei-paneli.jpg;Вам нужно вывести дополнительные функционал на переднюю панель компьютера? Обращайтесь. Проконсультируем и поможем {% inCity %}.
50;Подключение дополнительного жесткого диска;Подключение дополнительного жесткого диска;Подключение дополнительного жесткого диска;Подключение дополнительного жесткого диска;false;Не хватает места на дисках компьютера? Звоните!;Подключение дополнительного жесткого диска;Подключение дополнительного жесткого диска;Не хватает места на установленном жестком диске? Мы поможем подобрать, установить и настроить дополнительный жесткий диск {% inCity %}.;service;repair-computer;/services;repair/computer;2400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Ремонт устройств"", ""url"": ""/services/repair/""},{""name"": ""Компьютер"", ""url"": ""/services/repair/computer/""}]";podcliuchenie-dopolnitelnogo-zhestkogo-diska;/assets/images/upload/services/repair/computer/podcliuchenie-dopolnitelnogo-zhestkogo-diska.jpg;/assets/images/upload/services/repair/computer/thumb_podcliuchenie-dopolnitelnogo-zhestkogo-diska.jpg;Не хватает места на установленном жестком диске? Мы поможем подобрать, установить и настроить дополнительный жесткий диск {% inCity %}.
51;Установка Windows;Установка Windows;Установка Windows;Установка Windows;true;Нужна установка Windows? Звоните!;Установка Windows;Установка Windows;Переустановка Windows решает большинство проблем с компьютером. Обращайтесь и мы переустановим систему у Вас на дому {% inCity %}.;service;help-install;/services;help/install;100;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-windows;/assets/images/upload/services/help/install/ustanovka-windows.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-windows.jpg;Переустановка Windows решает большинство проблем с компьютером. Обращайтесь и мы переустановим систему у Вас на дому {% inCity %}.
52;Переустановка MacOS;Переустановка MacOS;Переустановка MacOS;Переустановка MacOS;false;Нужна переустановка MacOS? Звоните!;Переустановка MacOS;Переустановка MacOS;Если Ваш Macbook или iMac начинает работать с проблемами, то часто помогает переустановка операционной системы.;service;help-install;/services;help/install;200;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";pereustanovka-macos;/assets/images/upload/services/help/install/pereustanovka-macos.jpg;/assets/images/upload/services/help/install/thumb_pereustanovka-macos.jpg;Если Ваш Macbook или iMac начинает работать с проблемами, то часто помогает переустановка операционной системы.
53;Установка Linux;Установка Linux;Установка Linux;Установка Linux;true;Нужна установка Linux? Звоните!;Установка Linux;Установка Linux;Прежде всего с помощью Linux можно 'вдохнуть жизнь' в компьютеры с устаревшим 'железом', так как операционная система менее требовательная и ресурсоемкая по сравнению с Windows и другими. Также Linux отлично зарекомендовала себя при установке на серверном оборудовании, потому что обладает крайне высокой надежностью и безопасностью.;service;help-install;/services;help/install;300;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-linux;/assets/images/upload/services/help/install/ustanovka-linux.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-linux.jpg;"Прежде всего с помощью Linux можно ""вдохнуть жизнь"" в компьютеры с устаревшим ""железом"", так как операционная система менее требовательная и ресурсоемкая по сравнению с Windows и другими. Также Linux отлично зарекомендовала себя при установке на серверном оборудовании, потому что обладает крайне высокой надежностью и безопасностью.

Так как Linux распространяется абсолютно бесплатно, то на основе ее ядра разработано большое количество различных дистрибутивов, наиболее популярными являются: Ubuntu, Debian, Mint, Fedora, Red-Hat, Arch Linux, OpenSuse и другие.

Наши специалисты помогут выбрать подходящий дистрибутив Linux для Ваших задач и проведут его установку."
54;Установка офисного пакета;Установка офисного пакета;Установка офисного пакета;Установка офисного пакета;false;Нужно обрабатывать документы на компьютере? Звоните!;Установка офисного пакета;Установка офисного пакета;Офисный пакет - это набор программ для работ с документами. Мы установим все необходимые компоненты для комфортной работы.;service;help-install;/services;help/install;400;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-ofisnogo-paketa;/assets/images/upload/services/help/install/ustanovka-ofisnogo-paketa.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-ofisnogo-paketa.jpg;Офисный пакет - это набор программ для работ с документами. Мы установим все необходимые компоненты для комфортной работы.
55;Установка браузера;Установка интернет браузера;Установка интернет браузера;Установка интернет браузера;false;Нужно установить браузер? Звоните!;Установка интернет браузера;Установка интернет браузера;Серфинг в интернете комфортнее с обновленным браузером с необходимыми расширениями. Установим у Вас дома {% inCity %}.;service;help-install;/services;help/install;500;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-internet-brauzera;/assets/images/upload/services/help/install/ustanovka-internet-brauzera.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-internet-brauzera.jpg;Серфинг в интернете комфортнее с обновленным браузером с необходимыми расширениями. Установим у Вас дома {% inCity %}.
56;Установка проигрывателя;Установка мультимедиа проигрывателя;Установка мультимедиа проигрывателя;Установка мультимедиа проигрывателя;false;Хотите смотреть любые медиа файлы? Звоните!;Установка мультимедиа проигрывателя;Установка мультимедиа проигрывателя;Компьютер нужен не только для работы, но и для развлечений. Без мультимедиа проигрывателя не возможно слушать музыку и смотреть фильмы.;service;help-install;/services;help/install;600;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-multimedia-proigryvatelia;/assets/images/upload/services/help/install/ustanovka-multimedia-proigryvatelia.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-multimedia-proigryvatelia.jpg;Компьютер нужен не только для работы, но и для развлечений. Без мультимедиа проигрывателя не возможно слушать музыку и смотреть фильмы.
57;Установка кодеков;Установка кодеков;Установка кодеков;Установка кодеков;false;Хотите открывать любые медиа файлы? Звоните!;Установка кодеков;Установка кодеков;Установка кодеков необходимы для проигрывания всех видов видео и аудио. Сделаем это в сжатые сроки у Вас дома {% inCity %}.;service;help-install;/services;help/install;700;"[{""name"": ""Услуги"", ""url"": ""/services/""},{""name"": ""Компьютерная помощь"", ""url"": ""/services/help/""},{""name"": ""Установка ПО"", ""url"": ""/services/help/install/""}]";ustanovka-kodekov;/assets/images/upload/services/help/install/ustanovka-kodekov.jpg;/assets/images/upload/services/help/install/thumb_ustanovka-kodekov.jpg;Установка кодеков необходимы для проигрывания всех видов видео и аудио. Сделаем это в сжатые сроки у Вас дома {% inCity %}.
